Wall time,Step,Value
1750631065.525121,99,0.2892015874385834
1750631199.189507,199,0.38064277172088623
1750631324.1754081,299,0.4115380048751831
1750631444.5063932,399,0.43499264121055603
1750631570.60304,499,0.4534068703651428
1750631701.118371,599,0.46645158529281616
1750633238.095068,722,0.4837685227394104
1750633374.96926,822,0.4952218234539032
1750633510.0165582,922,0.5035698413848877
1750633645.130949,1022,0.513650119304657
1750633779.191838,1122,0.5235496163368225
1750633909.250054,1222,0.5300692319869995
1750635519.98188,1345,0.537870466709137
1750635651.208163,1445,0.5448480248451233
1750635786.351653,1545,0.5495679974555969
1750635919.9084532,1645,0.5562426447868347
1750636046.0017889,1745,0.5584007501602173
1750636176.090967,1845,0.5644050240516663
1750637798.3572638,1968,0.5683611035346985
1750637944.9763231,2068,0.5706801414489746
1750638084.590005,2168,0.5772916674613953
1750638219.658646,2268,0.5787334442138672
1750638344.697794,2368,0.5803602933883667
1750638467.964193,2468,0.5839117765426636
1750640028.77862,2591,0.5846061706542969
1750640153.68973,2691,0.5862714648246765
1750640279.634827,2791,0.5884944796562195
1750640404.920202,2891,0.5922720432281494
1750640532.764215,2991,0.5919049978256226
1750640660.727814,3091,0.5935349464416504
1750642226.478454,3214,0.5932989716529846
1750642351.258563,3314,0.5945245027542114
1750642476.434068,3414,0.5954754948616028
1750642601.0683022,3514,0.5981869101524353
1750642725.9307342,3614,0.600186288356781
1750642852.359199,3714,0.5997254848480225
1750644408.5053859,3837,0.600395143032074
1750644528.7009401,3937,0.5971096754074097
1750644664.0226219,4037,0.6009920239448547
1750644809.2195818,4137,0.6015698313713074
1750644959.742783,4237,0.601019024848938
1750645101.643283,4337,0.6039412021636963
1750646733.2835321,4460,0.6012372970581055
1750646871.831888,4560,0.603259801864624
1750647009.8041651,4660,0.600981593132019
1750647142.06771,4760,0.6031023263931274
1750647284.050242,4860,0.6026011109352112
1750647416.582078,4960,0.6032015681266785
1750648993.736192,5083,0.6007488369941711
1750649118.638871,5183,0.6006850600242615
1750649243.5734222,5283,0.597931981086731
1750649374.5322108,5383,0.6009148359298706
1750649511.9782,5483,0.6021550297737122
1750649643.696907,5583,0.6012359261512756
1750651237.184215,5706,0.605415403842926
1750651371.145504,5806,0.6034534573554993
1750651512.9966888,5906,0.6053388714790344
1750651645.601891,6006,0.6061537861824036
1750651768.101696,6106,0.6082696318626404
1750651894.2527318,6206,0.6087990403175354
1750652751.670625,31229,0.6166274547576904
1750652868.119637,31329,0.6185355186462402
1750652987.307248,31429,0.6230275630950928
1750653108.938766,31529,0.6198063492774963
1750653231.185305,31629,0.6204130053520203
1750653353.8723042,31729,0.6206746101379395
1750653485.112509,31829,0.6198235154151917
1750653619.547445,31929,0.6213094592094421
1750653735.6447968,32029,0.6196972727775574
1750653850.830616,32129,0.6215110421180725
1750653967.8004758,32229,0.6225257515907288
1750654085.789829,32329,0.6231274604797363
1750654204.026706,32429,0.6223854422569275
1750654322.3788009,32529,0.6243988871574402
1750654440.559285,32629,0.6218382120132446
1750654559.3013608,32729,0.6245214343070984
1750654677.978327,32829,0.6259387135505676
1750654796.143668,32929,0.6237101554870605
1750654914.796604,33029,0.6228921413421631
1750655032.7838562,33129,0.6244197487831116
