Wall time,Step,Value
1750742837.6197991,99,0.36904042959213257
1750742959.546508,199,0.44737011194229126
1750743082.732747,299,0.47564032673835754
1750743206.693352,399,0.49883824586868286
1750743330.856798,499,0.5141243934631348
1750743454.929158,599,0.5264865159988403
1750744239.287515,722,0.541310727596283
1750744363.888371,822,0.5509797930717468
1750744488.6690261,922,0.5590435266494751
1750744612.728082,1022,0.5634166598320007
1750744736.573202,1122,0.5711072087287903
1750744860.3516622,1222,0.5781397223472595
1750745639.087075,1345,0.5573936700820923
1750745761.870153,1445,0.5579822063446045
1750745884.924454,1545,0.5657849311828613
1750746008.142229,1645,0.5697389841079712
1750746130.9888499,1745,0.5756507515907288
1750746254.2531168,1845,0.5814270973205566
1750747034.411872,1968,0.5898361206054688
1750747161.104775,2068,0.5952500104904175
1750747284.3177412,2168,0.5954675078392029
1750747407.53179,2268,0.5999111533164978
1750747530.13609,2368,0.601463258266449
1750747652.508849,2468,0.6034111380577087
1750748426.4023712,2591,0.5962967872619629
1750748548.152691,2691,0.5989730358123779
1750748670.332829,2791,0.6034019589424133
1750748792.033957,2891,0.6055275797843933
1750748913.654305,2991,0.6092022061347961
1750749035.48637,3091,0.611865222454071
1750749804.5840662,3214,0.617388904094696
1750749926.68753,3314,0.6186991333961487
1750750048.534391,3414,0.6210447549819946
1750750170.009557,3514,0.622041642665863
1750750292.006481,3614,0.6248449683189392
1750750414.405195,3714,0.6247016191482544
1750751193.8930078,3837,0.6037773489952087
1750751315.359325,3937,0.6039528250694275
1750751437.273057,4037,0.6069276928901672
1750751559.02651,4137,0.6077849268913269
1750751681.462891,4237,0.6098229289054871
1750751803.531113,4337,0.6127052903175354
1750752568.891242,4460,0.6153458952903748
1750752689.6196811,4560,0.6187671422958374
1750752810.5254478,4660,0.6224969625473022
1750752931.439138,4760,0.6224191188812256
1750753052.3244538,4860,0.6226696968078613
1750753173.179165,4960,0.6215306520462036
1750753937.2430022,5083,0.539279043674469
1750754057.59066,5183,0.528941810131073
1750754178.295239,5283,0.5329399704933167
1750754299.033118,5383,0.5406439900398254
1750754422.568199,5483,0.5422530770301819
1750754548.9622169,5583,0.5443247556686401
1750755328.347894,5706,0.5503765344619751
1750755447.7443478,5806,0.5573063492774963
1750755568.281234,5906,0.5552720427513123
1750755688.8679402,6006,0.5544227957725525
1750755809.374611,6106,0.5525067448616028
1750755929.7489762,6206,0.5546917915344238
1750756705.562717,31229,0.6134282946586609
1750756829.0259671,31329,0.6172665357589722
1750756949.343882,31429,0.6197683811187744
1750757078.677712,31529,0.6175140738487244
1750757198.826624,31629,0.6200233101844788
1750757318.9408782,31729,0.6193560361862183
1750757439.0837288,31829,0.6225073337554932
1750757559.06675,31929,0.620078444480896
1750757678.7195451,32029,0.6205655932426453
1750757799.1143239,32129,0.6206102967262268
1750757919.020712,32229,0.6213443875312805
1750758042.009888,32329,0.6223890781402588
1750758166.2468889,32429,0.622481644153595
1750758299.388862,32529,0.6226991415023804
1750758424.9395342,32629,0.625359058380127
1750758545.61158,32729,0.6247769594192505
1750758665.587701,32829,0.6244283318519592
1750758785.512001,32929,0.6239809989929199
1750758908.149125,33029,0.6258223056793213
1750759030.2707908,33129,0.6224032044410706
1750759151.089634,33229,0.6246237754821777
1750759270.41044,33329,0.6262695789337158
1750759389.422902,33429,0.6265717148780823
1750759508.650507,33529,0.6267462968826294
1750759627.92784,33629,0.6261611580848694
1750759747.075024,33729,0.6264215707778931
1750759866.299139,33829,0.6259289383888245
1750759985.405504,33929,0.6276574730873108
1750760104.837285,34029,0.6260238885879517
1750760224.402069,34129,0.6263854503631592
1750760345.750891,34229,0.626671552658081
1750761103.4888792,34342,0.6312656998634338
1750761229.4441931,34442,0.6303835511207581
1750761355.2628942,34542,0.6316807866096497
1750761480.874649,34642,0.6313860416412354
1750761607.7712588,34742,0.6320606470108032
1750761736.7761228,34842,0.6289032101631165
1750761863.39511,34942,0.6316948533058167
1750761990.0101068,35042,0.6324865221977234
1750762116.3877618,35142,0.6316875219345093
1750762249.288865,35242,0.6300404667854309
1750762376.090362,35342,0.632953405380249
1750762502.080409,35442,0.6323081851005554
1750762627.82608,35542,0.6321666836738586
1750762753.5969422,35642,0.6300557851791382
1750762879.876796,35742,0.6326311230659485
1750763006.5001202,35842,0.6319313645362854
1750763132.9935622,35942,0.631047785282135
1750763258.156081,36042,0.6321427822113037
1750763383.903738,36142,0.63047856092453
1750763510.011431,36242,0.6317977905273438
1750763635.5001469,36342,0.6309497356414795
1750763760.9809768,36442,0.6323658227920532
1750763886.428213,36542,0.6336813569068909
1750764012.081731,36642,0.630462646484375
1750764137.8974771,36742,0.6334981918334961
1750764263.873915,36842,0.6330251097679138
1750764390.009352,36942,0.6332083344459534
1750764515.930391,37042,0.6311777234077454
1750764641.606347,37142,0.6333014965057373
1750764767.127562,37242,0.6339362859725952
1750764893.1785972,37342,0.632925271987915
1750765665.5694988,37455,0.6345545649528503
1750765790.936673,37555,0.635745108127594
1750765916.488437,37655,0.6353376507759094
1750766043.204027,37755,0.6342653036117554
1750766176.155006,37855,0.633561909198761
1750766309.9887629,37955,0.6367040276527405
1750766435.9808052,38055,0.6353290677070618
1750766561.507215,38155,0.6362383365631104
1750766687.761547,38255,0.6351893544197083
1750766813.374468,38355,0.6356801390647888
1750766938.476672,38455,0.6352922916412354
1750767063.94742,38555,0.6348260045051575
1750767188.9039412,38655,0.6365422606468201
1750767314.098763,38755,0.6388063430786133
1750767439.509332,38855,0.6352959275245667
1750767565.280206,38955,0.6363357901573181
1750767690.333876,39055,0.6391231417655945
1750767816.262549,39155,0.636873185634613
1750767942.017864,39255,0.6374209523200989
1750768067.717936,39355,0.6357077360153198
1750768194.353793,39455,0.6367469429969788
1750768320.1663208,39555,0.6365545392036438
1750768445.402051,39655,0.6376004815101624
1750768571.1441479,39755,0.6360937356948853
1750768696.381954,39855,0.6375337243080139
1750768822.0582972,39955,0.6336041688919067
1750768949.197896,40055,0.6351929903030396
1750769075.347171,40155,0.6376004815101624
1750769200.98032,40255,0.6377028226852417
1750769325.995973,40355,0.6360937356948853
1750769450.1222012,40455,0.6372702121734619
1750770212.22892,40568,0.6391403675079346
1750770337.235692,40668,0.6396825909614563
1750770461.035936,40768,0.6387885808944702
1750770586.025459,40868,0.6397027969360352
1750770710.65363,40968,0.6380771994590759
1750770836.624546,41068,0.6397095322608948
1750770960.969816,41168,0.6382555365562439
1750771085.822515,41268,0.6392702460289001
1750771210.295008,41368,0.6390502452850342
1750771335.099481,41468,0.6391182541847229
1750771460.042669,41568,0.6393253803253174
1750771584.8335161,41668,0.6398566365242004
1750771709.965019,41768,0.6393627524375916
1750771834.376404,41868,0.6393468379974365
1750771959.458994,41968,0.6397126317024231
1750772084.903645,42068,0.6398835778236389
1750772209.9900868,42168,0.6368670463562012
1750772334.583624,42268,0.638695478439331
1750772459.2145548,42368,0.6395208239555359
1750772583.934293,42468,0.6379546523094177
1750772710.0044641,42568,0.6402867436408997
1750772834.619936,42668,0.6405624747276306
1750772959.3818722,42768,0.6397273540496826
1750773082.836871,42868,0.6404123902320862
1750773206.818681,42968,0.638261616230011
1750773330.99267,43068,0.6365735530853271
1750773454.452687,43168,0.6383835673332214
1750773577.893802,43268,0.6385894417762756
1750773702.293399,43368,0.6393002271652222
1750773826.6592598,43468,0.636163592338562
1750773956.231112,43568,0.641834557056427
1750774701.058917,43681,0.6414767503738403
1750774824.324727,43781,0.6403449773788452
1750774947.902482,43881,0.6420478224754333
1750775072.5444129,43981,0.6443719267845154
1750775197.573143,44081,0.6438602805137634
1750775321.648554,44181,0.6409393548965454
1750775445.6248288,44281,0.6413835883140564
1750775569.206202,44381,0.6412414312362671
1750775693.360138,44481,0.6426268219947815
1750775818.041559,44581,0.6406102776527405
1750775942.3875961,44681,0.6418321132659912
1750776067.079108,44781,0.6407567262649536
1750776190.216455,44881,0.642294704914093
1750776316.605943,44981,0.6407910585403442
1750776441.708267,45081,0.6397812366485596
1750776566.3821728,45181,0.6401249766349792
1750776691.835101,45281,0.6421715617179871
1750776815.85951,45381,0.6388425230979919
1750776940.483356,45481,0.6395741105079651
1750777064.732235,45581,0.6405282020568848
1750777189.073138,45681,0.6414981484413147
1750777314.5960279,45781,0.6402794122695923
1750777438.241591,45881,0.6405006051063538
1750777561.9531991,45981,0.6422346830368042
1750777692.820798,46081,0.6408694982528687
1750777820.8835342,46181,0.640204668045044
1750777945.470925,46281,0.6404834389686584
1750778069.65347,46381,0.6402432322502136
1750778194.368608,46481,0.6402347087860107
1750778322.778739,46581,0.6419828534126282
1750778447.16852,46681,0.6393155455589294
1750779212.0583649,46794,0.6435402035713196
1750779336.033227,46894,0.6429583430290222
1750779460.355482,46994,0.6421666741371155
1750779582.112957,47094,0.6412267088890076
1750779715.6459038,47194,0.6452603936195374
1750779839.06378,47294,0.6431770920753479
1750779969.444735,47394,0.644919753074646
1750780100.559294,47494,0.6444944739341736
1750780228.8061728,47594,0.6433780789375305
1750780355.893033,47694,0.6408945918083191
1750780489.041636,47794,0.6430104374885559
1750780621.223639,47894,0.6415698528289795
1750780752.219553,47994,0.6443069577217102
1750780888.478504,48094,0.6418939828872681
1750781028.7073689,48194,0.6430557370185852
1750781175.704441,48294,0.6399730443954468
1750781324.396688,48394,0.6406427621841431
1750781473.980017,48494,0.6425551772117615
1750781609.7190971,48594,0.6419417858123779
1750781740.119979,48694,0.6428192257881165
1750781871.363491,48794,0.6444454789161682
1750782004.174865,48894,0.6416041851043701
1750782137.862446,48994,0.6425073742866516
1750782265.936386,49094,0.6432487964630127
1750782403.7187278,49194,0.6440649628639221
1750782538.301892,49294,0.6432787775993347
1750782689.3264818,49394,0.6424552798271179
1750782843.259275,49494,0.6423174142837524
1750782986.946542,49594,0.6410165429115295
1750783123.844516,49694,0.642348051071167
1750783252.6179578,49794,0.6417592167854309
1750784134.094883,49907,0.6442288160324097
1750784267.055677,50007,0.6450937390327454
1750784396.809908,50107,0.6455336809158325
1750784540.68293,50207,0.6459117531776428
1750784685.3494022,50307,0.6453884840011597
1750784825.603266,50407,0.6443143486976624
1750784970.852562,50507,0.6460220813751221
1750785124.676715,50607,0.6426783204078674
1750785261.507145,50707,0.6435110569000244
1750785403.2566102,50807,0.6428578495979309
1750785549.3775492,50907,0.6444724202156067
1750785694.352969,51007,0.6436213254928589
1750785842.9487228,51107,0.6439338326454163
1750785995.988441,51207,0.6430392265319824
1750786138.111999,51307,0.6441458463668823
1750786279.883648,51407,0.6437824964523315
1750786424.398026,51507,0.6429178714752197
1750786562.827903,51607,0.6433768272399902
1750786703.119499,51707,0.644769012928009
1750786846.0823522,51807,0.6429730653762817
1750786988.558388,51907,0.6424209475517273
1750787130.541497,52007,0.6440122723579407
1750787272.7065651,52107,0.6456740498542786
1750787418.573973,52207,0.6420202255249023
1750787555.390604,52307,0.643044114112854
1750787695.138582,52407,0.6435778141021729
1750787835.8369222,52507,0.6435808539390564
1750787974.315232,52607,0.6420220732688904
1750788107.1543639,52707,0.6427579522132874
1750788233.893576,52807,0.6421329379081726
1750788361.041194,52907,0.6442506313323975
1750789258.583812,53020,0.646504819393158
1750789414.647167,53120,0.646045982837677
1750789569.265596,53220,0.6455931067466736
1750789725.542769,53320,0.6448137164115906
1750789886.1022232,53420,0.6451066136360168
1750790043.21908,53520,0.6452879905700684
1750790197.523573,53620,0.645102322101593
1750790350.642303,53720,0.6442456841468811
1750790506.690637,53820,0.6454032063484192
1750790665.733622,53920,0.6463805437088013
1750790828.387039,54020,0.6445643305778503
1750790989.766167,54120,0.645153820514679
1750791156.6413922,54220,0.6454338431358337
1750791315.356648,54320,0.6458118557929993
1750791468.996352,54420,0.6443431377410889
1750791607.7428281,54520,0.6441152095794678
1750791737.503336,54620,0.6445784568786621
1750791870.312643,54720,0.6458590626716614
1750792012.619204,54820,0.644293487071991
1750792173.602272,54920,0.6431084275245667
1750792345.805465,55020,0.6445538997650146
1750792504.482763,55120,0.6442646980285645
1750792662.77343,55220,0.6441115140914917
1750792826.4392908,55320,0.6436017155647278
1750792989.490883,55420,0.6445349454879761
1750793150.201789,55520,0.6444632411003113
1750793310.96963,55620,0.64418625831604
1750793471.689198,55720,0.64411461353302
1750793633.997622,55820,0.6446427702903748
1750793771.361454,55920,0.6421868801116943
1750793898.339762,56020,0.6449227929115295
1750794715.279263,56133,0.6482804417610168
1750794844.989433,56233,0.6481776833534241
1750794975.590302,56333,0.6468339562416077
1750795106.289749,56433,0.6473713517189026
1750795236.418029,56533,0.6481985449790955
1750795367.739757,56633,0.6463897228240967
1750795496.9391842,56733,0.6464086771011353
1750795625.8119879,56833,0.64665687084198
